#Source_Name,ASSOC_GAM,ASSOC_TEV,CLASS,ASSOC1,ASSOC2,Flags
4FGL J1159.5-0723,3FHL J1159.5-0724,,bll,PMN J1159-0723,,0
4FGL J1200.2+0201,3FHL J1200.3+0201,,bcu,87GB 115739.6+021927,,0
4FGL J1200.6+1229,3FGL J1200.8+1228,,bll,GB6 J1200+1230,,0
4FGL J1200.7+2008,3FGL J1200.9+2010,,bcu,TXS 1158+204,,0
4FGL J1200.8-1429,3FGL J1200.9-1432,,bcu,NVSS J120055-143040,,0
4FGL J1201.1-0332,,,bcu,2MASS J12011113-0332196,,0
4FGL J1201.7+1429,,,bcu,OM 198,,0
4FGL J1202.4+4442,,,bll,B3 1159+450,,0
4FGL J1202.5+3852,3FGL J1203.2+3847,,bll,NVSS J120257+385147,,258
4FGL J1202.9-5717,,,,,,1
4FGL J1203.1+6031,3FHL J1203.1+6030,,bll,SBS 1200+608,,0
4FGL J1203.3+1119,,,bcu,TXS 1200+115,,0
4FGL J1203.4-3925,3FHL J1203.3-3924,,bll,PMN J1203-3926,,0
4FGL J1203.4-6301,,,,,,2052
4FGL J1203.4-6145,,,,,,1
4FGL J1203.5-1748,3FGL J1203.9-1745,,,,,0
4FGL J1203.9-6242,3FGL J1203.9-6243,,,,,0
4FGL J1204.0+1146,3FGL J1204.0+1144,,bll,1RXS J120413.0+114549,,0
4FGL J1204.2-0709,3FHL J1204.2-0709,,bll,1RXS J120417.0-070959,,0
4FGL J1204.3-6111,,,,,,1
4FGL J1204.5-5032,,,,,,0
4FGL J1205.1-5951,,,,,,1
4FGL J1205.7-2635,3FGL J1205.8-2636,,fsrq,PKS 1203-26,,0
4FGL J1205.8+3321,3FGL J1205.9+3315,,bcu,SDSS J120542.82+332146.9,,0
4FGL J1207.2-0524,,,bcu,1RXS J120722.5-052442,,0
4FGL J1207.4-5050,3FGL J1207.2-5052,,PSR,PSR J1207-5050,,0
4FGL J1207.4-1840,,,,,,0
4FGL J1207.4-4536,3FGL J1207.6-4537,,,,,0
4FGL J1207.7-0106,,,fsrq,AT20G J120741-010630,,0
4FGL J1207.7-2229,3FHL J1207.8-2228,,bll,NVSS J120738-223250,,0
4FGL J1207.9-6443,,,,,,0
4FGL J1208.0-6900,3FGL J1208.0-6901,,,,,0
4FGL J1208.1+3017,,,bll,GB6 J1208+3015,,0
4FGL J1208.2-6237,3FGL J1208.4-6239,,PSR,PSR J1208-6238,,0
4FGL J1208.2-7810,3FHL J1208.5-7809,,bcu,PKS 1205-778,,0
4FGL J1208.2+1158,,,,,,0
4FGL J1208.4+6121,3FHL J1208.1+6120,,bcu,RGB J1208+613,,4
4FGL J1208.5-5243e,3FHL J1208.5-5243e,,SNR,SNR G296.5+10.0,,0
4FGL J1208.5-5512,,,,,,0
4FGL J1208.8-1751,,,,,,4
4FGL J1208.8-2754,,,,,,0
4FGL J1208.9+5441,3FGL J1208.7+5442,,fsrq,TXS 1206+549,,0
4FGL J1209.0-4630,,,bcu,SUMSS J120905-462944,,0
4FGL J1209.4+4118,3FHL J1209.3+4118,,bll,B3 1206+416,,0
4FGL J1209.4+7608,3FGL J1209.9+7607,,bcu,2MASS J12093020+7609120,,0
4FGL J1209.4-6421,,,,,,0
4FGL J1209.8+1810,3FHL J1209.9+1809,,fsrq,MG1 J120953+1809,,0
4FGL J1209.9-5923,,,,,,0
4FGL J1210.4-6250,,,,,,0
4FGL J1210.4-6100,,,,,,1
4FGL J1210.7-6005,,,,,,256
4FGL J1211.0-3800,,,bcu,PMN J1211-3754,,0
4FGL J1211.6-2735,,,bcu,NVSS J121135-273615,,0
4FGL J1211.6+3901,,,bll,FIRST J121134.2+390053,,0
4FGL J1212.0-2326,3FHL J1212.1-2328,,bcu,PMN J1212-2327,,0
4FGL J1212.0+2242,,,bll,RX J1211.9+2242,,0
4FGL J1212.2+2442,3FHL J1212.2+2439,,,,,0
4FGL J1212.7-1402,,,bcu,1RXS J121240.3-140141,,0
4FGL J1213.0+5129,3FHL J1213.0+5128,,bll,1RXS J121301.8+512942,,0
4FGL J1213.3-2618,3FHL J1213.2-2618,,bll,RBS 1080,,0
4FGL J1213.3-6240e,3FHL J1213.3-6240e,,snr,SNR G298.6-00.0,,4
4FGL J1213.6+1306,3FGL J1213.7+1306,,fsrq,4C +13.46,,0
4FGL J1213.7+6423,,,bll,NVSS J121348+642524,,256
4FGL J1213.8-4345,,,bcu,PMN J1213-4343,,0
4FGL J1213.9-4416,3FGL J1213.9-4412,,,,,0
4FGL J1214.5-2318,3FGL J1214.4-2315,,,,,0
4FGL J1214.7-5858,,,,,,5
4FGL J1215.0+1656,3FGL J1215.1+1658,,fsrq,TXS 1212+171,,0
4FGL J1215.1+5002,3FHL J1215.1+5002,,bll,IVS B1212+503,,0
4FGL J1215.1+0731,,,bll,1ES 1212+078,,0
4FGL J1215.1+3513,,,bll,7C 1212+3524,,0
4FGL J1215.8-3732,,,bcu,PMN J1216-3734,,0
4FGL J1215.8-1733,,,bcu,PKS 1213-17,,0
4FGL J1216.1-0242,3FHL J1216.0-0242,,bll,1RXS J121603.6-024302,,0
4FGL J1216.1+0930,,,bll,CRATES J121605.60+092927.3,,0
4FGL J1216.2+0537,,,,,,0
4FGL J1216.2-0600,3FGL J1216.6-0557,,,,,0
4FGL J1216.4-1358,,,,,,0
4FGL J1216.8-5955,,,,,,1
4FGL J1217.2-2500,,,,,,0
4FGL J1217.9+3007,3FHL J1217.9+3006,1ES 1215+303,BLL,B2 1215+30,,0
4FGL J1218.0-0028,3FHL J1218.0-0028,,bll,PKS 1215-002,,0
4FGL J1218.5-0119,3FHL J1218.7-0121,,bll,PKS 1216-010,,0
4FGL J1218.6-1049,,,,,,1
4FGL J1219.0+4827,,,fsrq,ON 428,,0
4FGL J1219.0+3653,,,,,,0
4FGL J1219.0-4827,3FGL J1218.8-4827,,bcu,PMN J1219-4826,,0
4FGL J1219.7-0313,3FHL J1219.7-0312,,bll,1RXS J121946.0-031419,,0
4FGL J1219.7+0444,,,bll,2MASS J12194495+0446225,,0
4FGL J1219.9+6056,3FHL J1220.4+6053,,bcu,87GB 121716.0+611442,,2
4FGL J1220.1-5558,,,,,,0
4FGL J1220.1+7105,3FHL J1220.2+7103,,fsrq,S5 1217+71,,0
4FGL J1220.1+3432,3FHL J1220.0+3432,,bll,GB2 1217+348,,0
4FGL J1220.1-2458,3FHL J1220.1-2459,,,,,0
4FGL J1220.2-3713,3FHL J1220.4-3714,,bcu,2MASS J12201982-3714137,,0
4FGL J1220.5-2745,,,,,,0
4FGL J1221.3+3010,3FHL J1221.3+3010,1ES 1218+304,bll,PG 1218+304,,0
4FGL J1221.4-0634,3FGL J1221.5-0632,,,,,0
4FGL J1221.5+2814,3FHL J1221.5+2813,W Comae,bll,W Comae,,0
4FGL J1222.0-4121,,,bcu,2MASS J12222007-4122259,,0
4FGL J1222.5+0414,3FGL J1222.4+0414,,fsrq,4C +04.42,,0
4FGL J1223.0+1100,,,bcu,SDSS J122307.24+110038.2,,0
4FGL J1223.3+1213,3FGL J1223.2+1215,,bcu,MG1 J122332+1208,,2
4FGL J1223.5+0818,3FGL J1223.3+0818,,,,,0
4FGL J1223.6-3032,3FHL J1223.5-3033,,bcu,NVSS J122337-303246,,0
4FGL J1223.8+8039,3FHL J1223.4+8041,,bll,S5 1221+80,,0
4FGL J1223.9+7954,3FHL J1223.6+7953,,bll,NVSS J122358+795329,,0
4FGL J1223.9+5000,3FGL J1224.5+4957,,fsrq,SBS 1221+503,,0
4FGL J1224.1+2239,,,bll,TXS 1221+229,,0
4FGL J1224.4+2436,3FHL J1224.4+2436,MS 1221.8+2452,bll,MS 1221.8+2452,,0
4FGL J1224.6+7011,,,,,,2
4FGL J1224.7-8313,3FGL J1224.6-8312,,bcu,PKS 1221-82,,0
4FGL J1224.9+2122,3FHL J1224.9+2122,4C +21.35,FSRQ,4C +21.35,,0
4FGL J1224.9+4334,3FGL J1224.6+4332,,bll,B3 1222+438,,0
4FGL J1225.3-3446,3FHL J1225.4-3447,,bcu,1RXS J122534.0-344737,,0
4FGL J1225.5-2851,,,bcu,AT20G J122515-284956,,0
4FGL J1225.6-7313,3FHL J1225.9-7315,,bcu,PMN J1225-7313,,0
4FGL J1225.9+2951,3FGL J1225.9+2953,,,,,0
4FGL J1226.0+5622,,,,,,0
4FGL J1226.7+0637,3FHL J1226.7+0635,,bll,1RXS J122645.2+063906,,0
4FGL J1226.8-1329,3FHL J1226.9-1328,,bll,PMN J1226-1328,,0
4FGL J1226.8-4907,,,,,,1
4FGL J1227.1-4437,3FHL J1227.1-4436,,bll,PKS 1224-443,,0
4FGL J1228.0-6918,,,,,,0
4FGL J1228.0-4853,3FHL J1228.1-4851,,PSR,PSR J1227-4853,,0
4FGL J1228.3+7521,,,,,,0
4FGL J1228.7+4858,3FGL J1228.7+4857,,fsrq,TXS 1226+492,,0
4FGL J1228.7-0318,3FGL J1228.4-0317,,,,,0
4FGL J1229.0+0202,3FHL J1229.2+0201,,FSRQ,3C 273,,0
4FGL J1229.5-3048,,,,,,0
4FGL J1229.7-5304,3FHL J1229.7-5304,,bcu,AT20G J122939-530332,,0
4FGL J1230.2+2517,3FHL J1230.2+2517,S3 1227+25,bll,ON 246,,0
4FGL J1230.8+1223,3FHL J1230.8+1223,M 87,rdg,M 87,,0
4FGL J1230.9+3711,,,bcu,B2 1228+37,,0
4FGL J1231.1-1412,3FHL J1231.1-1411,,PSR,PSR J1231-1411,,0
4FGL J1231.5+1421,3FHL J1231.4+1422,,bll,GB6 J1231+1421,,0
4FGL J1231.6+6415,3FHL J1231.6+6415,,bll,MS 1229.2+6430,,0
4FGL J1231.6-5116,3FGL J1231.6-5113,,,,,0
4FGL J1231.6-6511,3FGL J1231.7-6513,,,,,0
4FGL J1231.7+2847,3FHL J1231.7+2847,,bll,B2 1229+29,,0
4FGL J1232.5+4821,3FGL J1231.6+4825,,fsrq,GB 1230+486,,0
4FGL J1232.5-3720,3FHL J1232.5-3720,,bcu,NVSS J123235-372051,,0
4FGL J1233.0+1333,3FGL J1232.8+1332,,,,,0
4FGL J1233.1+1703,3FGL J1232.3+1701,,bll,RX J1233.0+1701,,2
4FGL J1233.6+5027,,,bll,TXS 1231+507,,0
4FGL J1233.7-0144,3FHL J1233.7-0145,,bll,NVSS J123341-014426,,0
4FGL J1234.0-5735,3FHL J1233.9-5735,,bcu,AT20G J123407-573552,,0
4FGL J1234.7-0434,3FHL J1234.8-0435,,bcu,NVSS J123444-043623,,0
4FGL J1236.3+3858,3FHL J1236.3+3858,,bll,RX J1236.4+3859,,0
4FGL J1236.9-7232,,,bcu,ESO 123405-7219.0,,0
4FGL J1237.8+6256,3FGL J1237.9+6258,,bll,1H 1241+626,,0
4FGL J1238.1-4541,3FGL J1238.3-4543,,bcu,PMN J1238-4541,,0
4FGL J1238.3-1959,3FGL J1238.2-1958,,bll,PMN J1238-1959,,0
4FGL J1238.5-1201,3FGL J1239.1-1158,,fsrq,TXS 1235-117,,0
4FGL J1239.4+0728,3FGL J1239.4+0727,,bcu,PKS 1236+077,,0
4FGL J1239.5+0443,3FHL J1239.6+0443,,fsrq,MG1 J123931+0443,,512
4FGL J1239.7-3455,,,,,,0
4FGL J1240.1-6846,,,bcu,2MASS J12400694-6844532,,0
4FGL J1240.4-2606,,,bcu,PMN J1240-2608,,0
4FGL J1240.4-7148,3FHL J1240.5-7148,,bcu,2MASS J12404205-7147599,,0
4FGL J1241.3+4236,,,bcu,B3 1239+429,,0
4FGL J1241.5+3439,,,bll,RX J1241.6+3440,,0
4FGL J1241.8-1456,3FHL J1241.8-1455,,bll,RX J1241.8-1455,,0
4FGL J1241.9+0636,3FGL J1241.9+0639,,bll,1ES 1239+069,,0
4FGL J1242.9+7315,3FHL J1243.0+7316,,bcu,S5 1241+73,,0
4FGL J1243.0+3950,,,bcu,SDSS J124318.91+395117.7,,0
4FGL J1243.2+3627,3FHL J1243.2+3627,,bll,Ton 116,,0
4FGL J1243.7+1727,,,,,,0
4FGL J1243.9-0218,3FGL J1243.9-0217,,bcu,PMN J1243-0218,,0
4FGL J1244.2-4956,3FGL J1244.3-4955,,bcu,SUMSS J124422-495422,,0
4FGL J1244.3-6233,3FGL J1244.2-6227,,,,,4
4FGL J1244.5+1616,3FGL J1244.1+1615,,bll,SDSS J124444.35+161621.7,,0
4FGL J1245.1+5709,3FHL J1245.0+5709,,bll,1RXS J124510.5+571020,,0
4FGL J1245.8+0232,,,bll,NVSS J124533+022825,,0
4FGL J1246.3+0112,,,bll,PMN J1246+0113,,0
4FGL J1246.7-2548,3FHL J1246.6-2548,,fsrq,PKS 1244-255,,0
4FGL J1247.0+4421,3FHL J1247.0+4421,,bll,RX J1246.9+4423,,0
4FGL J1248.3+5820,3FHL J1248.3+5820,,bll,PG 1246+586,,0
4FGL J1248.7+5127,3FHL J1248.8+5128,,bll,RX J1248.4+5128,,0
4FGL J1248.9+4840,,,bcu,87GB 124632.9+485605,,0
4FGL J1249.2-2809,3FHL J1249.2-2809,,bcu,GALEXASC J124926.84-280857.5,,0
4FGL J1249.3-0545,3FGL J1249.5-0546,,bcu,GALEXASC J124919.46-054539.7,,0
4FGL J1249.8+3707,3FHL J1249.8+3708,,bll,RX J1249.8+3708,,0
4FGL J1250.6+0217,3FGL J1250.5+0217,,bll,PKS 1247+025,,0
4FGL J1250.8+3117,,,bcu,NVSS J125051+311706,,0
4FGL J1250.8-5424,,,,,,4
4FGL J1250.9-4943,3FHL J1250.9-4944,,,,,0
4FGL J1251.2+1039,3FGL J1251.3+1041,,bll,1RXS J125117.4+103914,,0
4FGL J1251.3-0201,3FGL J1251.0-0203,,bcu,TXS 1248-017,,0
4FGL J1252.7-2520,,,,,,0
4FGL J1253.2+5301,3FHL J1253.1+5300,,bll,S4 1250+53,,0
4FGL J1253.3-5816,,,psr,PSR J1253-5820,,0
4FGL J1253.5-3934,3FHL J1253.6-3934,,bll,1RXS J125341.2-393200,,0
4FGL J1253.8+0327,3FHL J1253.7+0328,,bll,MG1 J125348+0326,,0
4FGL J1253.8+6242,3FHL J1253.9+6242,,bll,1RXS J125400.1+624303,,0
4FGL J1253.8+2929,,,,,,0
4FGL J1254.2-2205,3FGL J1254.1-2203,,bcu,NVSS J125422-220413,,0
4FGL J1254.5+2210,3FHL J1254.4+2210,,bll,TXS 1252+224,,0
4FGL J1254.7-4516,,,,,,4
4FGL J1254.9-7141,,,bcu,2MASS J12552437-7137517,,0
4FGL J1254.9-4426,3FGL J1254.9-4423,,bll,PKS 1252-441,,0
4FGL J1254.9+1138,,,fsrq,ON 187,,0
4FGL J1256.1-5652,3FGL J1256.1-5703,,unk,1RXS J125554.2-564945,,0
4FGL J1256.1-5919,3FHL J1256.2-5918,,bcu,PMN J1256-5919,,0
4FGL J1256.1-0547,3FHL J1256.1-0547,3C 279,FSRQ,3C 279,,0
4FGL J1256.2-1146,3FHL J1256.2-1146,,bll,PMN J1256-1146,,0
4FGL J1256.8+5329,3FGL J1256.7+5328,,,,,0
4FGL J1257.0-6339,3FGL J1257.0-6338,,,,,0
4FGL J1257.2+3646,3FHL J1257.2+3645,,bll,RX J1257.3+3647,,0
4FGL J1257.6+2413,,,bll,1ES 1255+244,,0
4FGL J1257.8+3228,3FGL J1258.1+3233,,fsrq,ON 393,,0
4FGL J1258.3+6121,3FHL J1258.3+6121,,bll,NVSS J125820+612049,,0
4FGL J1258.4+6554,,,,,,0
4FGL J1258.5-3406,,,,,,0
4FGL J1258.6-1759,3FGL J1258.6-1800,,fsrq,PKS B1256-177,,0
4FGL J1258.7-0452,,,bll,1RXS J125847.7-044746,,0
4FGL J1258.7+5143,3FGL J1258.7+5137,,bcu,NVSS J125825+514225,,0
4FGL J1258.8-2219,3FHL J1258.8-2218,,fsrq,PKS 1256-220,,0
4FGL J1259.0-8148,3FGL J1259.3-8151,,,,,0
4FGL J1259.1-2311,3FHL J1259.0-2311,,bll,PKS B1256-229,,0
4FGL J1259.7-3223,3FGL J1259.5-3231,,bll,LEDA 4075145,,0
4FGL J1259.8-3749,3FHL J1259.9-3749,,bll,NVSS J125949-374856,,0
4FGL J1300.0+1753,,,bll,SDSS J130008.52+175538.0,,0
4FGL J1300.4+1416,3FGL J1300.2+1416,,fsrq,OW 197,,0
4FGL J1301.5+4413,,,bll,GB6 J1301+4416,,0
4FGL J1301.6+4056,,,bll,RX J1301.7+4056,,0
4FGL J1301.6+0834,3FGL J1301.6+0832,,PSR,PSR J1301+0833,,0
4FGL J1301.6+3336,3FGL J1301.5+3333,,fsrq,MG2 J130126+3337,,0
4FGL J1302.3+6901,,,bcu,TXS 1300+693,,2
4FGL J1302.4-3258,3FGL J1302.3-3259,,PSR,PSR J1302-3258,,0
4FGL J1302.8+5748,3FGL J1302.6+5748,,bcu,TXS 1300+580,,0
4FGL J1303.0-6312e,3FHL J1303.0-6312e,HESS J1303-631,PWN,HESS J1303-631,,0
4FGL J1303.0+2434,3FHL J1303.0+2435,,bll,MG2 J130304+2434,,0
4FGL J1303.1-4714,,,,,,0
4FGL J1303.6-4622,3FGL J1303.7-4619,,fsrq,PMN J1303-4621,,0
4FGL J1304.0-5539,3FGL J1304.3-5535,,bcu,PMN J1303-5540,,0
4FGL J1304.0+3704,,,bcu,B2 1301+37,,0
4FGL J1304.2-2412,3FHL J1304.2-2413,,bll,PMN J1304-2412,,0
4FGL J1304.3-4353,3FHL J1304.3-4353,,bll,1RXS J130421.2-435308,,0
4FGL J1304.4+1203,3FGL J1304.6+1200,,,,,2048
4FGL J1304.6+0539,,,,,,0
4FGL J1304.6-0348,3FGL J1304.8-0338,,fsrq,PKS 1302-035,,2
4FGL J1304.9-2107,3FGL J1304.9-2109,,bcu,PKS B1302-208,,0
4FGL J1305.3+5118,,,nlsy1,IERS B1303+515,,0
4FGL J1305.4-4928,3FHL J1305.4-4927,,sbg,NGC 4945,,0
4FGL J1305.5-6241,3FHL J1305.5-6240,,snr,Kes 17,,0
4FGL J1305.6+7853,3FGL J1305.5+7854,,bll,S5 1304+79,,0
4FGL J1306.3-6043,3FHL J1306.3-6042,,,,,0
4FGL J1306.3+1113,,,rdg,TXS 1303+114,,0
4FGL J1306.7-2148,3FGL J1306.8-2146,,rdg,PKS 1304-215,,0
4FGL J1306.8-4035,3FGL J1306.8-4031,,,,,0
4FGL J1307.6-4259,3FHL J1307.6-4259,,bll,1RXS J130737.8-425940,,0
4FGL J1308.4-6706,3FHL J1308.6-6705,,bcu,PKS 1304-668,,0
4FGL J1308.5+3547,3FGL J1308.7+3545,,fsrq,5C 12.291,,0
4FGL J1308.7+0347,3FGL J1309.0+0347,,,,,0
4FGL J1308.9-5730,3FGL J1308.7-5738,,,,,0
4FGL J1309.1-6223,2FGL J1309.6-6230c,,,,,2
4FGL J1309.3+8035,,,,,,256
4FGL J1309.4+4305,3FHL J1309.4+4305,,bll,B3 1307+433,,0
4FGL J1309.6+3718,,,,,,0
4FGL J1309.7+1153,3FGL J1309.5+1154,,bll,4C +12.46,,0
4FGL J1310.2-1158,3FHL J1310.3-1158,,bll,TXS 1307-117,,0
4FGL J1310.5+3221,3FHL J1310.5+3221,,fsrq,OP 313,,0
4FGL J1310.6+2449,3FGL J1310.6+2446,,bcu,MG2 J131037+2447,,0
4FGL J1310.6-3332,,,,,,2048
4FGL J1310.7-5553,,,agn,PMN J1310-5552,,0
4FGL J1310.9+5514,3FGL J1310.7+5515,,fsrq,TXS 1308+554,,0
4FGL J1311.0+0034,3FHL J1311.0+0033,,bll,RX J1311.1+0035,,0
4FGL J1311.0+3233,,,fsrq,RX J131058.8+323335,,0
4FGL J1311.7-3430,3FHL J1311.7-3430,,PSR,PSR J1311-3430,,0
4FGL J1311.8+3954,3FHL J1311.7+3954,,bll,FIRST J131146.0+395317,,0
4FGL J1311.8+2057,,,bcu,MG2 J131144+2052,,4
4FGL J1312.3-6257,,,,,,2
4FGL J1312.4-2156,3FHL J1312.5-2156,,bll,PKS 1309-216,,0
4FGL J1312.6-6231,3FGL J1311.8-6230,,,,,2
4FGL J1312.6-1900,,,bcu,NVSS J131234-185902,,0
4FGL J1312.6+4828,3FHL J1312.6+4828,,bcu,GB 1310+487,,0
4FGL J1312.7+0050,3FGL J1312.7+0051,,PSR,PSR J1312+0051,,0
4FGL J1312.8-2350,3FHL J1312.7-2350,,bll,NVSS J131248-235046,,0
4FGL J1312.8-0425,3FGL J1312.8-0424,,fsrq,PKS B1310-041,,0
4FGL J1314.7+2348,3FHL J1314.7+2349,,bll,TXS 1312+240,,0
4FGL J1315.0-4236,3FHL J1315.0-4237,1ES 1312-423,bll,MS 13121-4221,,0
4FGL J1315.1-5333,3FGL J1315.1-5329,,bcu,PMN J1315-5334,,0
4FGL J1315.5+1135,3FHL J1315.6+1134,,bll,1RXS J131531.9+113327,,0
4FGL J1315.9-0732,3FHL J1315.9-0732,,bcu,NVSS J131552-073301,,0
4FGL J1315.9-6349,,,bcu,2MASS J13160791-6354206,,0
4FGL J1315.9-6243,1FGL J1315.0-6235c,,,,,1
4FGL J1316.1-3338,3FHL J1316.0-3337,,fsrq,PKS 1313-333,,0
4FGL J1316.5+3013,,,bcu,RX J1316.9+3014,,0
4FGL J1317.5-0153,,,,,,0
4FGL J1317.5-6316,3FGL J1317.6-6315,,,,,2
4FGL J1317.6+3428,3FGL J1317.8+3429,,fsrq,S4 1315+34,,0
4FGL J1318.1-3937,,,,,,0
4FGL J1318.1-1740,,,bcu,AT20G J131808-173536,,258
4FGL J1318.2+6754,,,bcu,87GB 131701.6+681031,,0
4FGL J1318.3-1148,,,,,,0
4FGL J1318.7-1234,3FHL J1318.8-1234,,bcu,PMN J1318-1235,,0
4FGL J1318.9-4556,,,,,,1
4FGL J1319.5-0045,,,bcu,PKS B1317-005,,0
4FGL J1319.5+1404,3FHL J1319.5+1404,,bll,RX J1319.4+1405,,0
4FGL J1319.8+7759,3FHL J1319.9+7758,,bll,NVSS J131921+775823,,0
4FGL J1320.3-6410,,,,,,0
4FGL J1320.5-6256,1FGL J1320.6-6258c,,,,,4
4FGL J1320.7+3314,,,,,,0
4FGL J1321.1+2216,3FHL J1321.2+2217,,fsrq,TXS 1318+225,,0
4FGL J1321.3-2641,,,fsrq,PKS 1318-263,,0
4FGL J1321.9+3219,,,bll,B2 1320+32,,256
4FGL J1322.0+8317,3FGL J1321.7+8312,,fsrq,S5 1322+83,,0
4FGL J1322.2+0842,3FGL J1322.3+0839,,fsrq,NVSS J132210+084231,,0
4FGL J1322.3-0606,,,bcu,AT20G J132219-060619,,0
4FGL J1322.6-0936,3FGL J1322.8-0938,,fsrq,PKS B1319-093,,0
4FGL J1322.6-1418,,,bcu,TXS 1319-140,,0
4FGL J1322.6-1617,3FGL J1322.6-1619,,bcu,PMN J1322-1617,,0
4FGL J1322.9+0437,3FGL J1322.9+0435,,bll,RBS 1257,,0
4FGL J1323.0+2941,3FHL J1323.0+2941,,bcu,4C +29.48,,0
4FGL J1323.9+1405,3FHL J1323.9+1405,,bll,RX J1323.9+1406,,0
4FGL J1324.0-4330e,3FGL J1324.0-4330e,,RDG,Cen A Lobes,,1
4FGL J1324.9+4748,,,fsrq,TXS 1322+479,,0
4FGL J1325.3-5413,3FGL J1325.2-5411,,,,,0
4FGL J1325.5-4300,3FHL J1325.5-4300,Centaurus A,RDG,Cen A,CenA Lobes field,0
4FGL J1325.6-0227,,,bll,1RXS J132542.1-022800,,0
4FGL J1326.0+3507,,,,,,0
4FGL J1326.1+1232,,,bll,LEDA 1410672,,0
4FGL J1326.6-4729,3FGL J1326.7-4727,,glc,Omega Cen,,0
4FGL J1326.7-0503,,,fsrq,TXS 1324-047,,0
4FGL J1326.8-5256,3FHL J1327.0-5256,,bll,PMN J1326-5256,,0
4FGL J1326.9+2210,3FHL J1326.8+2211,,fsrq,B2 1324+22,,0
4FGL J1327.8+2522,3FGL J1327.9+2524,,bll,NVSS J132758+252750,,0
4FGL J1328.4-6231,,,,,,1
4FGL J1328.5-4727,3FHL J1328.5-4728,,bll,1WGA J1328.6-4727,,0
4FGL J1329.0-5607,3FHL J1328.9-5607,,bcu,PMN J1329-5608,,0
4FGL J1329.4-0530,3FGL J1329.1-0536,,bcu,HE 1326-0516,,0
4FGL J1329.9-6108,3FGL J1329.8-6109,,,,,0
4FGL J1330.2-7003,3FHL J1330.2-7003,,bcu,PKS 1326-697,,0
4FGL J1330.2+7002,3FHL J1330.5+7002,,bll,NVSS J133025+700141,,0
4FGL J1330.3+4441,3FGL J1330.0+4437,,bll,1RXS J133021.4+444117,,0
4FGL J1330.4+3157,,,bll,MG2 J132953+3153,,0
4FGL J1330.7+5200,3FGL J1330.9+5201,,bcu,87GB 132842.6+521750,,0
4FGL J1330.7+2933,,,,,,0
4FGL J1331.0+3032,3FGL J1330.5+3023,,css,3C 286,,0
4FGL J1331.0+5653,3FGL J1330.4+5641,,bll,RX J1331.0+5655,,0
4FGL J1331.2-1325,3FGL J1331.1-1328,,bll,PMN J1331-1326,,0
4FGL J1331.6+1711,3FHL J1331.6+1710,,bll,TXS 1329+174,,0
4FGL J1331.7-0343,,,fsrq,PKS 1328-034,,0
4FGL J1331.7-0647,,,bcu,NVSS J133146-064632,,0
4FGL J1332.0-0509,3FHL J1332.0-0510,,fsrq,PKS 1329-049,,0
4FGL J1332.2+4722,3FGL J1331.8+4718,,fsrq,B3 1330+476,,0
4FGL J1332.6-1256,3FHL J1332.5-1256,,fsrq,PMN J1332-1256,,0
4FGL J1333.0-6626,,,bcu,AT20G J133254-662826,,0
4FGL J1333.2+2725,3FGL J1332.8+2723,,fsrq,MG2 J133305+2725,,0
4FGL J1333.7+5056,3FHL J1333.7+5056,,fsrq,CLASS J1333+5057,,0
4FGL J1334.1-4154,3FGL J1334.3-4152,,,,,0
4FGL J1334.1-3521,,,bcu,2MASS J13342051-3521131,,0
4FGL J1334.5+5634,3FGL J1330.4+5641,,fsrq,TXS 1332+567,,0
4FGL J1334.6-4435,3FGL J1333.8-4417,,,,,2
4FGL J1334.8-3856,,,,,,258
4FGL J1335.0-5656,3FGL J1335.1-5655,,,,,0
4FGL J1335.3-2949,3FHL J1335.3-2950,,bll,1ES 1332-295,,0
4FGL J1335.5-4546,,,,,,0
4FGL J1335.6-4052,3FGL J1335.2-4056,,,,,0
4FGL J1336.2+2320,,,bll,2MASS J13361219+2319581,,0
4FGL J1336.2+2053,,,,,,0
4FGL J1336.5-4655,,,,,,1
4FGL J1337.4+5502,,,fsrq,S4 1335+55,,0
4FGL J1337.5-7802,,,bcu,RX J1338.2-7801,,0
4FGL J1337.6-1257,3FHL J1337.7-1257,,fsrq,PKS 1335-127,,0
4FGL J1337.9-1956,,,bcu,PMN J1337-1958,,0
4FGL J1338.0+6534,3FGL J1338.9+6532,,fsrq,87GB 133543.8+654752,,0
4FGL J1338.8-4509,,,,,,0
4FGL J1338.9+1153,3FHL J1338.9+1153,,bll,SDSS J133859.05+115316.7,,0
4FGL J1339.0-2400,3FHL J1339.0-2359,,bcu,PKS 1336-237,,0
4FGL J1339.1-2620,,,fsrq,PKS 1336-260,,0
4FGL J1339.9-0138,3FGL J1339.8-0133,,fsrq,PKS 1337-013,,0
4FGL J1340.0-1501,3FHL J1340.0-1501,,,,,0
4FGL J1340.5+4409,3FHL J1340.5+4410,,bll,RX J1340.4+4410,,0
4FGL J1340.8-0409,3FGL J1340.6-0408,,bll,NVSS J134042-041006,,0
4FGL J1341.1+7433,,,bcu,WN B1340.4+7450,,0
4FGL J1341.2+3958,3FHL J1341.2+3959,,bll,SDSS J134105.10+395945.4,,0
4FGL J1341.6+5515,3FGL J1341.5+5517,,bll,SBS 1339+554,,0
4FGL J1341.7-6216,,,PSR,PSR J1341-6220,,2
