#Source_Name,ASSOC_GAM,ASSOC_TEV,CLASS,ASSOC1,ASSOC2,Flags
4FGL J0725.6-5008,3FHL J0725.6-5008,,,,,0
4FGL J0725.6-3530,3FGL J0725.8-3532,,bcu,NVSS J072547-353039,,0
4FGL J0725.7-0549,3FHL J0725.7-0548,,,,,0
4FGL J0725.8-0054,3FHL J0725.8-0056,,bcu,PKS 0723-008,,0
4FGL J0726.1+8114,,,bcu,WN B0716.0+8119,,0
4FGL J0726.4-4727,3FGL J0726.6-4727,,fsrq,PMN J0726-4728,,0
4FGL J0727.1+3734,3FHL J0726.7+3735,,bll,SDSS J072659.51+373423.0,,0
4FGL J0727.4+5325,,,,,,0
4FGL J0728.0+6735,3FGL J0730.3+6720,,bcu,3C 179,,0
4FGL J0728.2+4827,3FGL J0728.0+4828,,bll,GB6 J0727+4827,,0
4FGL J0728.5+6128,,,bcu,GB6 J0729+6129,,0
4FGL J0729.1-3131,3FGL J0729.5-3127,,bcu,NVSS J072922-313128,,2
4FGL J0729.1+5703,,,fsrq,TXS 0724+571,,0
4FGL J0729.3-1445,3FGL J0729.7-1448,,PSR,PSR J0729-1448,,0
4FGL J0730.1+6852,,,,,,0
4FGL J0730.3-1141,3FHL J0730.3-1141,,fsrq,PKS 0727-11,,0
4FGL J0730.4+3308,3FHL J0730.4+3307,,bll,1RXS J073026.0+330727,,0
4FGL J0730.5-0535,3FHL J0730.5-0535,,bll,TXS 0728-054,,0
4FGL J0730.7-6602,3FHL J0730.8-6602,,bll,PMN J0730-6602,,0
4FGL J0731.0+6607,,,,,,0
4FGL J0731.2-1403,,,bcu,PMN J0731-1402,,0
4FGL J0731.5-1910,3FGL J0731.7-1914c,,,,,2
4FGL J0731.8-3009,3FGL J0731.8-3010,,bcu,2MASS J07315119-3010590,,0
4FGL J0731.9+2805,,,bll,RGB J0731+280,,0
4FGL J0732.7-4638,3FGL J0732.2-4638,,bcu,PKS 0731-465,,0
4FGL J0733.1+5910,3FGL J0733.3+5904,,bcu,GB6 J0733+5909,,0
4FGL J0733.4+5152,3FHL J0733.4+5152,PGC 2402248,bcu,NVSS J073326+515355,,0
4FGL J0733.5-5445,,,bcu,SUMSS J073334-544544,,0
4FGL J0733.6+3649,,,bcu,GB6 J0733+3650,,0
4FGL J0733.7+0205,,,bcu,4C +02.20,,0
4FGL J0733.7+4110,3FHL J0733.7+4111,,bll,GB6 J0733+4111,,0
4FGL J0733.8+0455,,,fsrq,GB6 J0733+0456,,0
4FGL J0734.0+5021,3FGL J0733.8+5021,,fsrq,TXS 0730+504,,0
4FGL J0734.3-4448,,,,,,0
4FGL J0734.4-7711,3FHL J0734.8-7711,,fsrq,PKS 0736-770,,0
4FGL J0734.7-1559,3FHL J0734.6-1600,,PSR,PSR J0734-1559,,0
4FGL J0736.9-3231,3FGL J0737.2-3233,,,,,0
4FGL J0737.3-8247,3FHL J0737.5-8247,,bcu,SUMSS J073706-824836,,0
4FGL J0737.4+6535,3FHL J0737.5+6534,,,,,0
4FGL J0738.1+1742,3FHL J0738.1+1742,,bll,PKS 0735+17,,0
4FGL J0738.6+1311,3FGL J0739.8+1312,,,,,0
4FGL J0739.2+0137,3FHL J0739.3+0137,PKS 0736+017,fsrq,PKS 0736+01,,0
4FGL J0739.7+1743,,,,,,0
4FGL J0739.8-6722,3FHL J0739.7-6720,,bcu,1RXS J073928.1-672147,,0
4FGL J0740.0-0753,,,bcu,PMN J0739-0747,,5
4FGL J0740.4+7300,,,,,,4
4FGL J0740.9+3203,,,bll,LEDA 1979979,,0
4FGL J0741.0+6618,3FGL J0740.8+6621,,PSR,PSR J0740+6620,,0
4FGL J0741.0+3226,,,bll,NVSS J074054+322600,,0
4FGL J0741.0-5226,3FGL J0740.6-5230,,,,,0
4FGL J0741.2-5140,,,bcu,PMN J0740-5137,,0
4FGL J0741.4-4709,,,fsrq,PMN J0741-4709,,4
4FGL J0742.1+4902,,,fsrq,GB6 J0742+4900,,0
4FGL J0742.6+5443,3FHL J0742.5+5444,,fsrq,GB6 J0742+5444,,0
4FGL J0742.8-2822,3FGL J0742.7-2824,,PSR,PSR J0742-2822,,0
4FGL J0742.9-5242,,,bcu,PMN J0742-5241,,0
4FGL J0743.0-5622,3FGL J0742.6-5623,,fsrq,PMN J0743-5619,,0
4FGL J0743.1+1713,3FGL J0744.3+1715,,bll,TXS 0740+173,,0
4FGL J0743.3-4912,1FGL J0742.1-4849c,,bcu,MRC 0741-490,,0
4FGL J0744.0-2525,3FGL J0744.1-2523,,,,,0
4FGL J0744.1+7434,3FHL J0744.1+7435,,bll,MS 0737.9+7441,,0
4FGL J0744.2-6918,,,bcu,2MASS J07443960-6919537,,1
4FGL J0744.4-1403,,,,,,0
4FGL J0744.9-4028,3FGL J0744.8-4028,,,,,0
4FGL J0746.0-0039,,,fsrq,PKS 0743-006,,0
4FGL J0746.3-0225,3FHL J0746.3-0225,,bcu,2MASS J07462703-0225492,,0
4FGL J0746.4+2546,3FGL J0746.4+2540,,fsrq,B2 0743+25,,4
4FGL J0746.5+2730,,,bcu,OI 272,,0
4FGL J0746.5-0710,3FGL J0746.6-0706,,bcu,PMN J0746-0709,,0
4FGL J0746.5-4113,,,,,,0
4FGL J0746.6-4754,3FHL J0746.6-4755,,bll,PMN J0746-4755,,0
4FGL J0747.2-0736,3FGL J0747.4-0734,,,,,0
4FGL J0747.2+4529,,,,,,0
4FGL J0747.3-3310,3FHL J0747.3-3312,,bll,PKS 0745-330,,0
4FGL J0747.5+0905,3FHL J0747.4+0904,,bll,RX J0747.3+0905,,0
4FGL J0747.5-4927,3FHL J0747.7-4927,,bcu,2MASS J07472476-4926332,,0
4FGL J0748.0-1638,3FGL J0748.0-1639,,bcu,TXS 0745-165,,0
4FGL J0748.3+8511,3FHL J0747.6+8513,,bcu,NVSS J074715+851208,,0
4FGL J0748.3+4928,3FGL J0748.8+4929,,bcu,NVSS J074837+493040,,0
4FGL J0748.6+2400,3FGL J0748.3+2401,,fsrq,OI 275,,0
4FGL J0749.0-3904,,,,,,0
4FGL J0749.0-2956,,,,,,0
4FGL J0749.2+2314,,,bll,RX J0749.2+2313,,0
4FGL J0749.3+4453,3FGL J0749.0+4459,,bcu,SDSS J074916.88+445232.1,,0
4FGL J0749.4+1058,3FGL J0749.4+1059,,bcu,TXS 0746+110,,4
4FGL J0749.6+1324,3FGL J0749.5+1320,,bcu,SDSS J074935.95+132156.0,,0
4FGL J0749.7+7450,,,bll,RX J0749.4+7451,,0
4FGL J0749.8-4420,,,,,,0
4FGL J0749.9+1823,,,fsrq,TXS 0747+185,,0
4FGL J0750.8+1229,3FGL J0750.6+1232,,fsrq,OI 280,,0
4FGL J0751.0+7908,3FGL J0748.5+7910,,bcu,JVAS J0750+7909,,0
4FGL J0751.0-5131,,,bcu,PMN J0751-5134,,0
4FGL J0751.2+1808,3FGL J0751.2+1806,,PSR,PSR J0751+1807,,0
4FGL J0751.4-0421,3FHL J0751.3-0424,,bcu,PMN J0751-0421,,0
4FGL J0751.4+2655,,,bcu,MG2 J075139+2657,,0
4FGL J0752.0-2931,,,,,,0
4FGL J0752.2+3313,,,fsrq,OI 380,,0
4FGL J0752.3-1631,3FHL J0752.4-1633,,bcu,NVSS J075223-163340,,0
4FGL J0753.0+5353,3FHL J0753.1+5354,,bll,4C +54.15,,0
4FGL J0754.0+0451,3FHL J0753.9+0452,,bcu,GB6 J0754+0452,,0
4FGL J0754.4-1148,3FHL J0754.3-1148,,bll,TXS 0752-116,,0
4FGL J0754.7+4823,3FHL J0754.8+4822,,bll,GB1 0751+485,,0
4FGL J0754.9-3953,,,,,,2048
4FGL J0755.9-0515,3FGL J0757.5-0536,,,,,0
4FGL J0756.3-6431,3FHL J0756.3-6431,,bll,SUMSS J075625-643031,,0
4FGL J0757.1-3729,3FHL J0757.1-3729,,bll,NVSS J075714-372734,,0
4FGL J0757.1+0956,3FHL J0757.1+0957,,bll,PKS 0754+100,,0
4FGL J0758.1+1134,3FGL J0758.1+1130,,fsrq,TXS 0755+117,,0
4FGL J0758.7+3746,3FGL J0758.7+3747,,rdg,NGC 2484,,0
4FGL J0758.8-1450,3FGL J0758.6-1451,,,,,0
4FGL J0758.9+2703,3FHL J0758.9+2705,,bll,SDSS J075846.99+270515.5,,0
4FGL J0759.6+1321,3FHL J0759.6+1322,,bll,SDSS J075936.13+132117.8,,4
4FGL J0800.1-5531,,,,,,4
4FGL J0800.3+5611,,,bcu,1RXS J080017.3+561116,,0
4FGL J0800.4-2257,,,bcu,PMN J0800-2302,,0
4FGL J0800.5+3715,,,,,,0
4FGL J0800.7-1059,,,,,,0
4FGL J0800.9+0733,,,,,,0
4FGL J0800.9+4401,3FGL J0800.9+4401,,bll,B3 0757+441,,0
4FGL J0801.1+6444,3FHL J0801.3+6443,,bll,RX J0801.0+6444,,0
4FGL J0801.3+6631,,,bcu,GB6 J0801+6639,,0
4FGL J0801.3-0617,3FHL J0804.9-0623,,,,,256
4FGL J0802.0+1006,3FHL J0802.1+1006,,bll,NVSS J080204+100639,,0
4FGL J0802.1-5612,3FGL J0802.3-5610,,,,,0
4FGL J0802.3-0942,3FHL J0802.2-0943,,bcu,NVSS J080216-094215,,0
4FGL J0803.2-0337,3FHL J0803.2-0336,,fsrq,TXS 0800-034,,0
4FGL J0803.5+2046,,,,,,1
4FGL J0804.0-3629,3FHL J0804.0-3629,,bll,NVSS J080405-362919,,0
4FGL J0804.5+0414,3FGL J0804.4+0418,,bcu,MG1 J080357+0420,,0
4FGL J0804.9-0624,3FHL J0804.9-0623,,bcu,1RXS J080458.3-062432,,0
4FGL J0805.0+6746,,,bcu,GB6 J0805+6745,,0
4FGL J0805.1+7744,3FGL J0807.1+7744,,bcu,WN B0759.6+7754,,0
4FGL J0805.2-0110,3FGL J0805.2-0112,,fsrq,PKS B0802-010,,0
4FGL J0805.4+6147,3FGL J0805.4+6144,,fsrq,TXS 0800+618,,0
4FGL J0805.4+7534,3FHL J0805.5+7534,,bll,RX J0805.4+7534,,0
4FGL J0805.8-2331,,,,,,0
4FGL J0805.9+3834,3FHL J0805.9+3834,,bcu,NVSS J080551+383538,,0
4FGL J0806.5+4503,,,fsrq,B3 0803+452,,0
4FGL J0806.5+5930,3FHL J0806.5+5930,,bll,SBS 0802+596,,0
4FGL J0806.9-2151,,,bcu,TXS 0804-217,,0
4FGL J0807.0-6102,,,bcu,PMN J0806-6101,,0
4FGL J0807.1-0541,3FHL J0807.1-0541,,bll,PKS 0804-05,,0
4FGL J0807.2-7630,,,bcu,PMN J0807-7629,,0
4FGL J0807.3-1954,,,,,,0
4FGL J0807.7-1206,,,bcu,CRATES J080736.06-120745.9,,0
4FGL J0808.2-0751,3FHL J0808.2-0751,,fsrq,PKS 0805-07,,0
4FGL J0808.5+4950,3FGL J0807.9+4946,,fsrq,OJ 508,,0
4FGL J0809.3+4053,3FGL J0809.5+4045,,fsrq,S4 0805+41,,0
4FGL J0809.5-4714,,,unk,Gamma02 Velorum,,0
4FGL J0809.5+5341,3FGL J0809.5+5342,,fsrq,87GB 080551.6+535010,,0
4FGL J0809.6+3455,3FHL J0809.7+3457,,bll,B2 0806+35,,0
4FGL J0809.8+0507,,,,,,2049
4FGL J0809.8+5218,3FHL J0809.8+5218,1ES 0806+524,BLL,1ES 0806+524,,0
4FGL J0811.0-7529,3FHL J0811.0-7529,,bll,PMN J0810-7530,,0
4FGL J0811.4+0146,3FHL J0811.4+0147,,bll,OJ 014,,0
4FGL J0811.9+7847,,,,,,0
4FGL J0812.0+0237,3FHL J0811.9+0237,,bll,PMN J0811+0237,,0
4FGL J0812.3+1143,,,bll,GB6 J0812+1141,,1
4FGL J0812.5+0711,,,bcu,MG1 J081238+0712,,0
4FGL J0812.6+2821,3FHL J0812.5+2821,,bcu,RX J0812.5+2820,,0
4FGL J0812.8+6507,3FGL J0813.3+6509,,bll,GB6 J0812+6508,,0
4FGL J0812.9+5555,3FGL J0812.9+5555,,bll,NVSS J081251+555422,,0
4FGL J0813.1-5049,,,,,,5
4FGL J0813.7-0356,3FHL J0813.7-0353,,bcu,NVSS J081338-035716,,0
4FGL J0814.2-1013,3FHL J0814.2-1013,,bll,NVSS J081411-101208,,0
4FGL J0814.4+6926,,,bcu,1RXS J081407.6+692549,,0
4FGL J0814.4+2941,3FHL J0814.5+2941,,bll,EXO 0811.2+2949,,0
4FGL J0814.6+6430,3FHL J0814.6+6429,,bll,GB6 J0814+6431,,0
4FGL J0815.5+6554,,,,,,0
4FGL J0815.6+3641,,,fsrq,OJ 320,,0
4FGL J0815.9+2951,,,bcu,2MASX J08153642+2950218,,0
4FGL J0816.1+4909,,,bll,NVSS J081609+491005,,0
4FGL J0816.3+5739,3FHL J0816.4+5739,,bll,SBS 0812+578,,0
4FGL J0816.4-1311,3FHL J0816.4-1311,,bll,PMN J0816-1311,,0
4FGL J0816.4-0007,,,,,,0
4FGL J0816.7-2420,3FGL J0816.7-2421,,bcu,PMN J0816-2421,,0
4FGL J0816.9+2050,3FHL J0816.9+2050,,bll,SDSS J081649.78+205106.4,,0
4FGL J0817.1+1955,,,bcu,CRATES J081705+195836,,0
4FGL J0817.7-5258,,,,,,1
4FGL J0817.8+3243,3FHL J0817.8+3243,,bll,RX J0817.9+3243,,0
4FGL J0817.8-0934,3FHL J0817.8-0933,,bll,TXS 0815-094,,0
4FGL J0818.2+4222,3FHL J0818.2+4222,,bll,S4 0814+42,,0
4FGL J0818.4+2816,3FHL J0818.4+2816,,bll,GB6 J0818+2813,,0
4FGL J0818.7+3153,,,bll,B2 0815+32,,0
4FGL J0818.8+3229,,,fsrq,RX J0818.9+3227,,0
4FGL J0819.0+2746,3FGL J0818.8+2751,,bll,5C 07.119,,0
4FGL J0819.4-0756,3FHL J0819.4-0756,,bll,RX J0819.2-0756,,0
4FGL J0820.1-2801,3FHL J0820.2-2803,,unk,1RXS J082021.9-280206,,0
4FGL J0820.3+3639,3FHL J0820.2+3640,,bll,MG2 J082018+3640,,0
4FGL J0820.9+2353,3FHL J0820.9+2353,,bll,GB6 J0820+2353,,0
4FGL J0820.9-1258,3FGL J0820.9-1258,,bll,PKS 0818-128,,0
4FGL J0821.1+1007,,,bcu,SDSS J082054.81+100609.4,,0
4FGL J0821.5-1436,,,,,,2048
4FGL J0822.1-4253e,3FHL J0822.1-4253e,,SNR,Puppis A,,4
4FGL J0822.4-2630,,,bcu,NVSS J082236-263125,,0
4FGL J0823.1-6330,,,bll,1RXS J082316.0-632928,,0
4FGL J0823.1+4042,3FHL J0823.3+4043,,fsrq,B3 0819+408,,4
4FGL J0823.3+2224,,,bll,OJ 233,,0
4FGL J0823.7-4838,3FGL J0823.6-4838,,bcu,2MASS J08240179-4838273,,0
4FGL J0824.1-6004,,,,,,0
4FGL J0824.4+2440,3FGL J0824.1+2434,,fsrq,B2 0821+24,,0
4FGL J0824.7+5552,3FGL J0824.9+5551,,fsrq,OJ 535,,0
4FGL J0824.9+3915,3FGL J0824.9+3916,,fsrq,4C +39.23,,0
4FGL J0825.8+0309,3FHL J0825.7+0311,,bll,PKS 0823+033,,0
4FGL J0825.9-3218,3FGL J0825.8-3217,,bcu,PKS 0823-321,,0
4FGL J0825.9-2230,3FHL J0825.9-2229,,bll,PKS 0823-223,,0
4FGL J0826.0-0157,3FGL J0825.4-0213,,,,,0
4FGL J0826.1-5053,3FGL J0826.3-5056,,,,,0
4FGL J0826.4-6404,3FHL J0826.3-6403,,bll,SUMSS J082627-640414,,0
4FGL J0827.0-0708,3FHL J0826.9-0709,,bll,PMN J0827-0708,,0
4FGL J0827.0-4111,,,,,,0
4FGL J0827.6-0059,,,,,,4
4FGL J0827.6-3735,1FGL J0827.9-3738,,bcu,LQAC 127-037,,1
4FGL J0827.8+5221,3FGL J0828.5+5217,,fsrq,TXS 0824+524,,0
4FGL J0828.0+2307,,,bll,NVSS J082801+231215,,0
4FGL J0828.3+4152,3FHL J0828.3+4153,,bll,B3 0824+420,,0
4FGL J0828.6-0747,,,bcu,NVSS J082854-074854,,0
4FGL J0828.7-2422,3FGL J0828.8-2420,,bll,NVSS J082841-241850,,0
4FGL J0829.0+1755,,,bll,TXS 0826+180,,0
4FGL J0829.3+3729,,,,,,0
4FGL J0829.4+0857,3FGL J0829.3+0901,,fsrq,TXS 0826+091,,0
4FGL J0829.6-1140,3FHL J0829.4-1142,,bcu,NVSS J082939-114103,,0
4FGL J0829.7+5105,,,,,,0
4FGL J0829.7-5856,3FGL J0830.3-5855,,bcu,PMN J0829-5856,,0
4FGL J0830.0+5231,,,bcu,RX J0830.1+5230,,0
4FGL J0830.8+2410,3FGL J0830.7+2408,,FSRQ,S3 0827+24,,0
4FGL J0831.4+2631,3FGL J0830.8+2629,,bcu,MG2 J083121+2629,,0
4FGL J0831.5+1747,,,bll,GB6 J0831+1746,,0
4FGL J0831.8+0429,3FHL J0831.8+0429,,bll,PKS 0829+046,,0
4FGL J0832.2+2753,,,bcu,OJ 250,,0
4FGL J0832.4+4912,3FGL J0832.6+4914,,bll,OJ 448,,0
4FGL J0833.1-4511e,3FHL J0833.1-4511e,Vela X,PWN,Vela X,,516
4FGL J0833.3-4342,,,spp,SNR G263.9-03.3,,0
4FGL J0833.4-0458,,,bcu,CRATES J083318.53-045459.4,,0
4FGL J0833.9+4223,3FGL J0834.1+4223,,fsrq,OJ 451,,0
4FGL J0834.6+4402,3FGL J0834.7+4403,,bll,B3 0831+442,,0
4FGL J0834.9-4612,,,spp,SNR G263.9-03.3,,6
4FGL J0835.2-2243,,,fsrq,PMN J0834-2241,,2050
4FGL J0835.3-4510,3FHL J0835.3-4510,Vela Pulsar,PSR,PSR J0835-4510,Vela X field,512
4FGL J0835.7+0936,3FGL J0835.4+0930,,bll,GB6 J0835+0936,,0
4FGL J0836.0-5458,,,,,,0
4FGL J0836.2+2141,3FGL J0836.3+2143,,bcu,MG2 J083615+2138,,0
4FGL J0836.5-2026,3FGL J0836.5-2020,,fsrq,PKS 0834-20,,0
4FGL J0836.6-6036,,,,,,0
4FGL J0836.8-4638,3FGL J0838.1-4615,,spp,SNR G263.9-03.3,,0
4FGL J0836.9+5833,,,,,,0
4FGL J0837.3+1458,,,bll,RGB J0837+149,,0
4FGL J0838.4-3952,,,,,,1
4FGL J0838.5+4013,3FHL J0838.5+4006,,,,,0
4FGL J0838.7-2827,3FGL J0838.8-2829,,unk,1RXS J083842.1-282723,,0
4FGL J0838.8-4552,3FGL J0838.1-4615,,spp,SNR G263.9-03.3,,2
4FGL J0838.9-2502,,,,,,0
4FGL J0839.1-4613,3FGL J0838.1-4615,,spp,SNR G263.9-03.3,,6
4FGL J0839.4+1803,3FGL J0839.6+1803,,bll,TXS 0836+182,,0
4FGL J0839.7+3540,3FHL J0839.6+3541,,bll,NVSS J083943+354001,,0
4FGL J0839.8+0105,3FGL J0839.5+0102,,fsrq,PKS 0837+012,,0
4FGL J0840.6-3130,,,,,,2048
4FGL J0840.8+1317,3FGL J0840.8+1315,,ssrq,3C 207,,0
4FGL J0841.3-3554,3FHL J0841.3-3554,,bll,NVSS J084121-355506,,0
4FGL J0841.3+7053,3FGL J0841.4+7053,,FSRQ,4C +71.07,,0
4FGL J0842.3-6053,3FGL J0842.0-6055,,bcu,PMN J0842-6053,,0
4FGL J0842.5+0251,1FGL J0842.2+0251,,bll,NVSS J084225+025251,,0
4FGL J0842.7+6656,3FHL J0842.8+6656,,bcu,TXS 0838+671,,0
4FGL J0843.3+6712,3FGL J0843.4+6713,,,,,0
4FGL J0844.1-4330,,,,,,2
4FGL J0844.2+5312,3FHL J0844.2+5312,,bll,NVSS J084411+531250,,0
4FGL J0844.2-4554,,,spp,SNR G263.9-03.3,,5
4FGL J0844.9-4117,,,,,,1
4FGL J0844.9-5458,3FHL J0844.9-5458,,bll,PMN J0845-5458,,0
4FGL J0845.4+0442,,,bcu,MG1 J084516+0439,,0
4FGL J0845.7-5556,3FHL J0845.8-5551,,fsrq,PMN J0845-5555,,0
4FGL J0846.9+4608,,,bcu,CRATES J084734+460933,,0
4FGL J0847.0-2336,3FHL J0847.0-2337,,bcu,PMN J0847-2337,,0
4FGL J0847.2+1134,3FHL J0847.2+1134,RBS 0723,bll,RX J0847.1+1133,,0
4FGL J0847.9-0702,3FHL J0848.0-0702,,bll,TXS 0845-068,,0
4FGL J0848.0-0524,,,fsrq,PKS 0845-051,,0
4FGL J0848.2-4527,3FGL J0848.2-4524,,spp,SNR G266.2-01.2,,4
4FGL J0848.7+0508,3FHL J0848.7+0508,,bll,SDSS J084839.66+050617.8,,0
4FGL J0848.7+7017,3FHL J0848.9+7017,,bcu,GB6 J0848+7017,,0
4FGL J0848.8-4328,3FGL J0847.4-4327,,,,,0
4FGL J0849.1+6607,3FHL J0849.1+6606,,bll,GB6 J0848+6605,,0
4FGL J0849.4-2911,3FHL J0849.2-2910,,bcu,NVSS J084922-291149,,0
4FGL J0849.5+0456,3FGL J0849.3+0458,,bll,TXS 0846+051,,0
4FGL J0849.5+2710,,,,,,0
4FGL J0849.8-3541,3FGL J0849.9-3540,,bcu,PMN J0849-3541,,0
4FGL J0850.0+4855,3FHL J0850.0+4855,,bll,GB6 J0850+4855,,0
4FGL J0850.0+5108,3FHL J0849.9+5108,,NLSY1,SBS 0846+513,,0
4FGL J0850.1-1212,3FHL J0850.0-1214,,fsrq,PMN J0850-1213,,0
4FGL J0850.4-2558,,,,,,257
4FGL J0850.5+3455,3FHL J0850.6+3454,,bll,RX J0850.5+3455,,0
4FGL J0850.8-4239,3FGL J0851.4-4244,,,,,2
4FGL J0851.5+5528,3FHL J0851.6+5527,,bll,GB6 J0851+5528,,0
4FGL J0851.9-4620e,3FHL J0851.9-4620e,RX J0852.0-4622,SNR,RX J0852.0-4622,,0
4FGL J0851.9-5229,,,bcu,2MASS J08515550-5228117,,0
4FGL J0852.2+2834,,,fsrq,B2 0849+28,,0
4FGL J0852.5-5755,3FHL J0852.5-5756,,bcu,PMN J0852-5755,,0
4FGL J0852.5-3123,3FHL J0852.5-3124,,unk,NVSS J085238-312331,,0
4FGL J0853.1-3657,3FHL J0853.1-3657,,bcu,NVSS J085310-365820,,0
4FGL J0853.1-4407,3FGL J0854.4-4404,,,,,2
4FGL J0853.6-4306,,,,,,4
4FGL J0854.0+2753,3FHL J0854.1+2752,,bll,SDSS J085410.16+275421.7,,0
4FGL J0854.3+4408,3FHL J0854.3+4408,,bll,B3 0850+443,,0
4FGL J0854.8-4504,3FGL J0854.8-4503,,,,,0
4FGL J0854.8+2006,3FHL J0854.8+2006,OJ 287,BLL,OJ 287,,0
4FGL J0855.0+0720,,,,,,0
4FGL J0855.0-6026,,,,,,0
4FGL J0855.4-0714,3FGL J0855.2-0718,,bcu,PKS 0852-07,,0
4FGL J0855.9+7144,3FGL J0855.4+7142,,fsrq,GB6 J0856+7146,,0
4FGL J0856.4-5309,3FHL J0856.4-5308,,bcu,PMN J0856-5312,,0
4FGL J0856.6-1105,3FHL J0856.6-1105,,bll,PMN J0856-1105,,0
4FGL J0856.8+2056,3FHL J0856.8+2057,,bll,TXS 0853+211,,0
4FGL J0856.8+8559,,,bcu,NVSS J085740+860344,,0
4FGL J0857.7-4507,,,,,,1
4FGL J0857.9-1949,3FGL J0858.1-1951,,fsrq,PKS 0855-19,,0
4FGL J0858.0-3130,3FHL J0858.0-3131,,unk,NVSS J085802-313040,,0
4FGL J0858.1+1405,,,ssrq,3C 212,,0
4FGL J0859.2-4729,3FGL J0859.3-4732,,,,,2
4FGL J0859.3-4342,,,,,,4
4FGL J0859.4+6218,3FGL J0859.1+6219,,bll,1RXS J085930.5+621737,,0
4FGL J0859.8+0053,,,,,,0
4FGL J0900.2-4608,,,,,,2
4FGL J0900.6-7408,,,bcu,AT20G J085959-741401,,0
4FGL J0900.7-1243,,,bcu,TXS 0858-125,,0
4FGL J0901.2+6742,3FGL J0900.0+6754,,bll,TXS 0856+679,,0
4FGL J0901.4+4542,,,bll,NVSS J090208+454433,,0
4FGL J0901.5+6711,3FHL J0901.5+6712,,bcu,1RXS J090140.8+671158,,0
4FGL J0902.4+6440,,,bcu,GB6 J0902+6444,,0
4FGL J0902.4+2051,3FHL J0902.4+2050,,bll,NVSS J090226+205045,,0
4FGL J0902.5-4727,1FGL J0902.5-4731c,,,,,0
4FGL J0902.5-4801,3FGL J0903.2-4744,,bcu,2MASS J09032288-4805324,,2
4FGL J0903.1+4652,3FHL J0903.2+4650,,fsrq,S4 0859+47,,0
4FGL J0903.5+4057,,,,,,0
4FGL J0904.0+2724,3FGL J0904.9+2739,,bcu,B2 0900+27,,256
4FGL J0904.5-3513,3FGL J0904.8-3516,,bcu,NVSS J090442-351423,,0
4FGL J0904.6+4238,3FGL J0904.3+4240,,fsrq,4C +42.28,,0
4FGL J0904.7-4908,3FGL J0905.6-4917,,unk,1RXS J090505.3-490324,,0
4FGL J0904.9-5734,3FHL J0904.9-5735,,bcu,PKS 0903-57,,0
4FGL J0905.6+1358,3FHL J0905.5+1357,,bll,MG1 J090534+1358,,0
4FGL J0906.1-1011,,,,,,0
4FGL J0906.2-1707,,,bcu,2MASS J09062950-1706417,,0
4FGL J0906.3-0905,3FHL J0906.2-0905,,bll,PMN J0906-0905,,0
4FGL J0906.8-2122,3FGL J0905.8-2127,,,,,0
4FGL J0908.7-4911,3FGL J0908.4-4916,,PSR,PSR J0908-4913,,4
4FGL J0908.9+2311,3FHL J0908.9+2311,,bll,RX J0908.9+2311,,0
4FGL J0909.1+0121,3FHL J0909.2+0122,,fsrq,PKS 0906+01,,0
4FGL J0909.6+0159,3FHL J0909.5+0200,,bll,PKS 0907+022,,0
4FGL J0909.7-0230,3FHL J0909.7-0231,,fsrq,PKS 0907-023,,0
4FGL J0909.7+3104,,,bll,B2 0906+31,,0
4FGL J0910.0+4257,,,css,3C 216,,0
4FGL J0910.1-1816,,,,,,0
4FGL J0910.6+3329,3FHL J0910.5+3329,,bll,Ton 1015,,0
4FGL J0910.6+2247,3FGL J0910.9+2248,,fsrq,TXS 0907+230,,0
4FGL J0910.8+3859,3FGL J0910.7+3858,,bll,FBQS J091052.0+390202,,0
4FGL J0910.9+6055,,,,,,0
4FGL J0911.0-5047,3FGL J0915.8-5110,,bcu,AT20G J091058-504807,,4
4FGL J0911.6-4738,,,,,,4
4FGL J0911.7+3349,3FGL J0911.8+3351,,bll,MG2 J091151+3349,,0
4FGL J0912.1-6449,3FGL J0912.2-6452,,glc,NGC 2808,,0
4FGL J0912.2+4127,3FGL J0912.2+4126,,fsrq,B3 0908+416B,,0
4FGL J0912.2-2751,3FGL J0912.6-2757,,bcu,PMN J0912-2752,,2
4FGL J0912.2+2800,3FHL J0912.2+2800,,bll,RX J0912.2+2759,,0
4FGL J0912.5+1556,3FHL J0912.4+1555,,bll,RX J0912.5+1555,,0
4FGL J0912.9-2102,3FHL J0912.9-2103,,bll,MRC 0910-208,,0
4FGL J0913.3+8133,3FHL J0913.4+8132,,bll,1RXS J091324.6+813318,,0
4FGL J0914.1-0202,,,bcu,1RXS J091407.9-015949,,0
4FGL J0914.4+0249,,,fsrq,PKS 0912+029,,0
4FGL J0914.5+6845,,,,,,0
4FGL J0914.8+5846,3FGL J0915.0+5844,,,,,0
4FGL J0915.4-3027,,,bcu,PMN J0915-3030,,0
4FGL J0915.9+2933,3FHL J0915.9+2933,,bll,Ton 0396,,0
4FGL J0916.7+3856,3FGL J0916.3+3857,,fsrq,4C +38.28,,0
4FGL J0916.7+5238,,,bll,RX J0916.8+5238,,0
4FGL J0916.9+7756,,,,,,0
4FGL J0917.1-2131,,,fsrq,PKS 0915-213,,0
4FGL J0917.3-0342,3FGL J0917.3-0344,,bll,NVSS J091714-034315,,0
4FGL J0917.9-4755,3FGL J0918.2-4859,,,,,2
